FID,Shape *,FID_1,AREA,PERIMETER,GEO,SYMBOL,STRATIGRAP,STRAT_SYM,GENESE,GEN_SYM,PETROGRAPH,PET_SYM,BEMERKUNGE,SHAPE_Leng,SHAPE_Area,Strat,Strat2,hlnug
1129,Polygon,14521,2233673.54,7160.680401,834,c/+G,"z.T. Oberdevon, Karbon","zt(do),c",plutonisch,plu,Granit,#NAME?,variszischer Granit,11111.78108,5383039.515,Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1130,Polygon,14523,178723205.1,134762.9104,615,su,"Trias, Unterer Buntsandstein",su,limnisch - fluviatile bis brackische Ablagerungen, ,"feinkîrniger Sandstein, Tonstein, Konglomerat","^s(kgf),^t,^c", ,208895.6867,429481890.3,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
1131,Polygon,14527,5923228.146,15509.01308,33,//Hn,HolozÑn,qh,telmatisch; Niedermoor,"tel,Hn",Torf,H, ,24076.33795,14259386.83,Holocene,Holocene,Holocene
1132,Polygon,14528,1247202.966,5334.306654,660,ru,"Perm, Unterrotliegend",ru, , ,"Schieferton, Sandstein, Konglomerat, Kohle, Porphyrbreccie, Tuff","^fe,+V;^tbl,^s,^c,^ko,^b(+P,+VT)", ,8278.772697,3005329.791,"Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)"
1133,Polygon,14530,580938.3862,2871.585879,526,teo,"TertiÑr, EozÑn",teo,limnisch - fluviatile Ablagerungen,"l,f","Kies, Sand, Ton; braunkohlefÅhrend","G,S,T;^brk", ,4456.806732,1400056.753,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
1134,Polygon,14551,37780277.83,33967.4261,94,//Lo,Weichsel-(WÅrm-)Kaltzeit,"qw,qW","Lî· (Ñolisch), Lî·lehm","Lo(a),Lol","Schluff; feinsandig, tonig, z.T. nach unten zunehmend kalkhaltig","U;fS,t,unz(k)","Lî·, Lî·lehm u.a. Lî·derivate, oft Åber Ñlteren Lîssen",52702.2622,90892785.69,Pleistocene,Pleistocene,Pleistocene
1135,Polygon,14559,1391891.195,5226.732713,752,pz-pla/*Gnp,Proterozoikum bis AltpalÑozoikum,pz-plu,metamorph,mt,Paragneis,*Gnp,"Sammel-Code fÅr Gneis im Odenwld, Schwarzwald, Vogesen",8112.202199,3352460.332,Proterozoic,Precambrian,Paleozoic (metamorph)
1136,Polygon,14563,1453547.172,5692.396307,836,c/+GDr,Karbon,c,plutonisch,plu,Granodiorit,#NAME?, ,8831.435868,3501539.003,Caboniferous (Plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1137,Polygon,14573,2375339.459,8845.586462,808,/+An,Oberkarbon bis Rotliegend,cs-r,vulkanogen,vu,"Andesit, Latit, Dacit (Porphyrit) und Basalt (Melaphyr)","+An(+Pph),+Lt,+Dz,+B,+M","Andesitlaven vorherrschend, Basalt untegeordnet; auch Tuffe, GÑnge und subvulkanische Intrusionen wie Kuselit, Platanit, Tholeyit",13735.53963,5718677.123,"Carboniferous, Upper",Carboniferous,Carboniferous
1138,Polygon,14579,6667979.305,11475.5459,836,c/+GDr,Karbon,c,plutonisch,plu,Granodiorit,#NAME?, ,17811.22953,16047535.36,Caboniferous (Plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1139,Polygon,14580,2887588.518,7029.917006,444,qp//f,"PleistozÑn, ungegliedert",qp,fluviatil,f,"Sand, Kies","S,G", ,10907.50783,6951482.892,Pleistocene,Pleistocene,Pleistocene
1140,Polygon,14587,635999.4561,3415.172869,834,c/+G,"z.T. Oberdevon, Karbon","zt(do),c",plutonisch,plu,Granit,#NAME?,variszischer Granit,5303.575714,1531509.957,Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1141,Polygon,14590,3767213.13,9458.834955,771,/*Am,Proterozoikum bis Devon,pz-d,metamorph,mt,Amphibolit,*Am, ,14676.82748,9068157.722,Proterozoic,Precambrian,Paleozoic (metamorph)
1142,Polygon,14598,7153309.56,17424.02652,752,pz-pla/*Gnp,Proterozoikum bis AltpalÑozoikum,pz-plu,metamorph,mt,Paragneis,*Gnp,"Sammel-Code fÅr Gneis im Odenwld, Schwarzwald, Vogesen",27034.74576,17213339.52,Proterozoic,Precambrian,Paleozoic (metamorph)
1143,Polygon,14608,71681544.88,61918.93774,24,//f,HolozÑn,qh,fluviatil,f,"Sand, Kies, Schotter","S,G,fX",z.T. unter Aulehmdecke [in den Alpen mit pleistozÑnen Terassen und Hangablagerungen,95892.87054,171820980.5,Holocene,Holocene,Holocene
1144,Polygon,14616,1062897.394,5545.434921,660,ru,"Perm, Unterrotliegend",ru, , ,"Schieferton, Sandstein, Konglomerat, Kohle, Porphyrbreccie, Tuff","^fe,+V;^tbl,^s,^c,^ko,^b(+P,+VT)", ,8599.69062,2558437.503,"Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)"
1145,Polygon,14617,26402368.11,47188.52748,94,//Lo,Weichsel-(WÅrm-)Kaltzeit,"qw,qW","Lî· (Ñolisch), Lî·lehm","Lo(a),Lol","Schluff; feinsandig, tonig, z.T. nach unten zunehmend kalkhaltig","U;fS,t,unz(k)","Lî·, Lî·lehm u.a. Lî·derivate, oft Åber Ñlteren Lîssen",73184.0981,63485151.58,Pleistocene,Pleistocene,Pleistocene
1146,Polygon,14619,317147.2945,2414.278452,836,c/+GDr,Karbon,c,plutonisch,plu,Granodiorit,#NAME?, ,3747.374688,763427.6972,Caboniferous (Plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1147,Polygon,14620,5318362.798,10765.65792,660,ru,"Perm, Unterrotliegend",ru, , ,"Schieferton, Sandstein, Konglomerat, Kohle, Porphyrbreccie, Tuff","^fe,+V;^tbl,^s,^c,^ko,^b(+P,+VT)", ,16700.82131,12793488.02,"Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)"
1148,Polygon,14625,10565042.47,30153.02406,24,//f,HolozÑn,qh,fluviatil,f,"Sand, Kies, Schotter","S,G,fX",z.T. unter Aulehmdecke [in den Alpen mit pleistozÑnen Terassen und Hangablagerungen,46759.20132,25370726.95,Holocene,Holocene,Holocene
1149,Polygon,14630,394047.3954,2379.997875,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",3693.653472,948256.9774,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
1150,Polygon,14632,1203882.741,5103.106848,834,c/+G,"z.T. Oberdevon, Karbon","zt(do),c",plutonisch,plu,Granit,#NAME?,variszischer Granit,7912.42722,2896446.382,Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1151,Polygon,14633,685796.7529,3487.097073,834,c/+G,"z.T. Oberdevon, Karbon","zt(do),c",plutonisch,plu,Granit,#NAME?,variszischer Granit,5413.039733,1650180.469,Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1152,Polygon,14645,1421655.552,5843.386044,836,c/+GDr,Karbon,c,plutonisch,plu,Granodiorit,#NAME?, ,9058.583833,3420360.762,Caboniferous (Plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1153,Polygon,14648,3289397.817,9232.336519,771,/*Am,Proterozoikum bis Devon,pz-d,metamorph,mt,Amphibolit,*Am, ,14315.12088,7910482.976,Proterozoic,Precambrian,Paleozoic (metamorph)
1154,Polygon,14667,1931822.157,5617.603452,615,su,"Trias, Unterer Buntsandstein",su,limnisch - fluviatile bis brackische Ablagerungen, ,"feinkîrniger Sandstein, Tonstein, Konglomerat","^s(kgf),^t,^c", ,8709.296616,4646271.032,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
1155,Polygon,14668,488041.4107,2905.200276,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",4505.12913,1173914.557,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
1156,Polygon,14672,3414502.395,9417.532741,834,c/+G,"z.T. Oberdevon, Karbon","zt(do),c",plutonisch,plu,Granit,#NAME?,variszischer Granit,14597.04272,8209561.911,Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1157,Polygon,14675,4121470.735,11603.13039,834,c/+G,"z.T. Oberdevon, Karbon","zt(do),c",plutonisch,plu,Granit,#NAME?,variszischer Granit,17996.53917,9908934.659,Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1158,Polygon,14682,1038484.496,5223.30256,808,/+An,Oberkarbon bis Rotliegend,cs-r,vulkanogen,vu,"Andesit, Latit, Dacit (Porphyrit) und Basalt (Melaphyr)","+An(+Pph),+Lt,+Dz,+B,+M","Andesitlaven vorherrschend, Basalt untegeordnet; auch Tuffe, GÑnge und subvulkanische Intrusionen wie Kuselit, Platanit, Tholeyit",8104.551629,2497104.942,"Carboniferous, Upper",Carboniferous,Carboniferous
1159,Polygon,14686,1591713.207,5006.873481,660,ru,"Perm, Unterrotliegend",ru, , ,"Schieferton, Sandstein, Konglomerat, Kohle, Porphyrbreccie, Tuff","^fe,+V;^tbl,^s,^c,^ko,^b(+P,+VT)", ,7766.957717,3827000,"Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)"
1160,Polygon,14687,4848051.476,13476.67713,752,pz-pla/*Gnp,Proterozoikum bis AltpalÑozoikum,pz-plu,metamorph,mt,Paragneis,*Gnp,"Sammel-Code fÅr Gneis im Odenwld, Schwarzwald, Vogesen",20892.30163,11653066.24,Proterozoic,Precambrian,Paleozoic (metamorph)
1161,Polygon,14695,14585371.87,31320.83001,771,/*Am,Proterozoikum bis Devon,pz-d,metamorph,mt,Amphibolit,*Am, ,48521.84717,35031445.6,Proterozoic,Precambrian,Paleozoic (metamorph)
1162,Polygon,14702,658097.1984,3204.597947,808,/+An,Oberkarbon bis Rotliegend,cs-r,vulkanogen,vu,"Andesit, Latit, Dacit (Porphyrit) und Basalt (Melaphyr)","+An(+Pph),+Lt,+Dz,+B,+M","Andesitlaven vorherrschend, Basalt untegeordnet; auch Tuffe, GÑnge und subvulkanische Intrusionen wie Kuselit, Platanit, Tholeyit",4968.514179,1582077.677,"Carboniferous, Upper",Carboniferous,Carboniferous
1163,Polygon,14704,11768355.64,25897.11346,615,su,"Trias, Unterer Buntsandstein",su,limnisch - fluviatile bis brackische Ablagerungen, ,"feinkîrniger Sandstein, Tonstein, Konglomerat","^s(kgf),^t,^c", ,40144.55094,28262000.59,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
1164,Polygon,14708,1148109.878,5054.501911,834,c/+G,"z.T. Oberdevon, Karbon","zt(do),c",plutonisch,plu,Granit,#NAME?,variszischer Granit,7837.804754,2759917.847,Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1165,Polygon,14713,524551.1693,2887.722232,838,c/+Dr,Karbon,c,plutonisch,plu,"Diorit, Redwitzit","+Dr,'Redwitzit'","Redwitzit = Granitvariante, hohe Biotit-, Hornblendegehalte (sÅdl. Prag auch Gabbro)",4476.884971,1260900.748,Caboniferous (Plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1166,Polygon,14717,4772787.534,12943.87273,838,c/+Dr,Karbon,c,plutonisch,plu,"Diorit, Redwitzit","+Dr,'Redwitzit'","Redwitzit = Granitvariante, hohe Biotit-, Hornblendegehalte (sÅdl. Prag auch Gabbro)",20053.62677,11466670.09,Caboniferous (Plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1167,Polygon,14731,1019794.423,4355.915858,660,ru,"Perm, Unterrotliegend",ru, , ,"Schieferton, Sandstein, Konglomerat, Kohle, Porphyrbreccie, Tuff","^fe,+V;^tbl,^s,^c,^ko,^b(+P,+VT)", ,6747.260654,2450761.628,"Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)"
1168,Polygon,14733,9841864.323,30069.68982,752,pz-pla/*Gnp,Proterozoikum bis AltpalÑozoikum,pz-plu,metamorph,mt,Paragneis,*Gnp,"Sammel-Code fÅr Gneis im Odenwld, Schwarzwald, Vogesen",46602.94166,23619328.28,Proterozoic,Precambrian,Paleozoic (metamorph)
1169,Polygon,14735,1250458.693,4915.093739,752,pz-pla/*Gnp,Proterozoikum bis AltpalÑozoikum,pz-plu,metamorph,mt,Paragneis,*Gnp,"Sammel-Code fÅr Gneis im Odenwld, Schwarzwald, Vogesen",7615.767869,3004675.457,Proterozoic,Precambrian,Paleozoic (metamorph)
1170,Polygon,14737,404667.4363,3249.775014,654,z,"Perm, Zechstein",z,marine Ablagerung,m,"Kalkstein, Dolomitstein, Tonstein","^k,^d,^t",Karbonatisch-tonige Randfazies,5041.248639,972450.3886,"Permian, Upper (Zechstein)","Permian, Upper (Zechstein)","Permian, Upper (Zechstein)"
1171,Polygon,14747,516864.722,2717.701555,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",4214.564217,1242023.303,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
1172,Polygon,14748,50352730.98,39470.90128,834,c/+G,"z.T. Oberdevon, Karbon","zt(do),c",plutonisch,plu,Granit,#NAME?,variszischer Granit,61105.25833,120744193.2,Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1173,Polygon,14751,4187465.378,11331.17318,836,c/+GDr,Karbon,c,plutonisch,plu,Granodiorit,#NAME?, ,17562.97004,10058328.32,Caboniferous (Plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1174,Polygon,14759,1134562.708,4372.006647,834,c/+G,"z.T. Oberdevon, Karbon","zt(do),c",plutonisch,plu,Granit,#NAME?,variszischer Granit,6779.974038,2725187.425,Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1175,Polygon,14768,28629074.58,48848.07691,85,qw//f,Weichsel-(WÅrm-)Kaltzeit; Niederterrasse,"qw,qW,qN",fluviatil,f,"Sand, Kies","S,G","z.T. mit Auenlehmdecke (/T,U,S/Lf); z.T. Niederungssande (Talsande) eingeschlossen",75640.66254,68525473.93,Pleistocene,Pleistocene,Pleistocene
1176,Polygon,14773,37238277.04,45723.01093,755,/*Gno,Proterozoikum bis AltpalÑozoikum,pz-plu,metamorphes Intrusivgestein,"mt,plu","Orthogneis, granodioritisch",*Gno(+GDr),Bîllsteiner Gneis des Odenwaldes,70795.50888,89214702.34,Proterozoic,Precambrian,Paleozoic (metamorph)
1177,Polygon,14775,1024927.859,5491.253613,752,pz-pla/*Gnp,Proterozoikum bis AltpalÑozoikum,pz-plu,metamorph,mt,Paragneis,*Gnp,"Sammel-Code fÅr Gneis im Odenwld, Schwarzwald, Vogesen",8501.818755,2461845.628,Proterozoic,Precambrian,Paleozoic (metamorph)
1178,Polygon,14780,14632676.43,20127.01619,839,/+Gb,Oberkarbon,cs,plutonisch,plu,Gabbro,#NAME?,"auch Ultrabsite im Harz, postasturisch",31177.8758,35116046.59,"Carboniferous, Upper",Carboniferous,Carboniferous
1179,Polygon,14782,2301771.667,7754.094022,834,c/+G,"z.T. Oberdevon, Karbon","zt(do),c",plutonisch,plu,Granit,#NAME?,variszischer Granit,12010.57211,5527343.892,Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1180,Polygon,14788,398468.5572,2856.339203,834,c/+G,"z.T. Oberdevon, Karbon","zt(do),c",plutonisch,plu,Granit,#NAME?,variszischer Granit,4428.051163,956894.5706,Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1181,Polygon,14799,571461692.2,665395.2384,610,so,"Trias, Oberer Buntsandstein",so,limnisch - fluviatile bis marin - brackische Ablagerungen,"l-f,m-br","Sandstein, Siltstein, Tonstein","^s,^u,^t", ,1026936.818,1360095589,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
1182,Polygon,14800,2538263.558,7062.708089,771,/*Am,Proterozoikum bis Devon,pz-d,metamorph,mt,Amphibolit,*Am, ,10937.60451,6093156.725,Proterozoic,Precambrian,Paleozoic (metamorph)
1183,Polygon,14806,7671967.918,20842.75132,24,//f,HolozÑn,qh,fluviatil,f,"Sand, Kies, Schotter","S,G,fX",z.T. unter Aulehmdecke [in den Alpen mit pleistozÑnen Terassen und Hangablagerungen,32304.17705,18394622.7,Holocene,Holocene,Holocene
1184,Polygon,14816,386723.0503,2543.762826,771,/*Am,Proterozoikum bis Devon,pz-d,metamorph,mt,Amphibolit,*Am, ,3941.508522,928464.1652,Proterozoic,Precambrian,Paleozoic (metamorph)
1185,Polygon,14820,331578.6376,2144.040116,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",3322.254651,796052.0117,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
1186,Polygon,14822,7454860.772,21183.10516,771,/*Am,Proterozoikum bis Devon,pz-d,metamorph,mt,Amphibolit,*Am, ,32801.88002,17875021.03,Proterozoic,Precambrian,Paleozoic (metamorph)
1187,Polygon,14830,597319.1335,3001.192466,838,c/+Dr,Karbon,c,plutonisch,plu,"Diorit, Redwitzit","+Dr,'Redwitzit'","Redwitzit = Granitvariante, hohe Biotit-, Hornblendegehalte (sÅdl. Prag auch Gabbro)",4649.543687,1433738.729,Caboniferous (Plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1188,Polygon,14832,1668164.527,6632.467326,752,pz-pla/*Gnp,Proterozoikum bis AltpalÑozoikum,pz-plu,metamorph,mt,Paragneis,*Gnp,"Sammel-Code fÅr Gneis im Odenwld, Schwarzwald, Vogesen",10284.02877,4002505.194,Proterozoic,Precambrian,Paleozoic (metamorph)
1189,Polygon,14834,1609085.13,4887.866744,65,//a,Weichsel-(WÅrm-) Kaltzeit - HolozÑn,"qw,qW,qh","Ñolisch (DÅnen, Flugdecksand)","a(d,de)",Fein- bis Mittelsand,fS-mS,BinnenlanddÅnen,7569.57488,3860844.974,Holocene,Holocene,Holocene
1190,Polygon,14837,1295255.307,4400.973685,33,//Hn,HolozÑn,qh,telmatisch; Niedermoor,"tel,Hn",Torf,H, ,6814.258653,3108041.919,Holocene,Holocene,Holocene
1191,Polygon,14840,399166.7726,2565.469189,752,pz-pla/*Gnp,Proterozoikum bis AltpalÑozoikum,pz-plu,metamorph,mt,Paragneis,*Gnp,"Sammel-Code fÅr Gneis im Odenwld, Schwarzwald, Vogesen",3975.931764,957983.9129,Proterozoic,Precambrian,Paleozoic (metamorph)
1192,Polygon,14851,1130663.946,4500.710014,752,pz-pla/*Gnp,Proterozoikum bis AltpalÑozoikum,pz-plu,metamorph,mt,Paragneis,*Gnp,"Sammel-Code fÅr Gneis im Odenwld, Schwarzwald, Vogesen",6971.674129,2712921.357,Proterozoic,Precambrian,Paleozoic (metamorph)
1193,Polygon,14852,470449.1014,2842.376241,834,c/+G,"z.T. Oberdevon, Karbon","zt(do),c",plutonisch,plu,Granit,#NAME?,variszischer Granit,4402.998982,1128973.214,Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1194,Polygon,14856,3803137.733,13089.03001,836,c/+GDr,Karbon,c,plutonisch,plu,Granodiorit,#NAME?, ,20284.9903,9121292.804,Caboniferous (Plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1195,Polygon,14861,12645403.68,19123.02712,33,//Hn,HolozÑn,qh,telmatisch; Niedermoor,"tel,Hn",Torf,H, ,29619.79114,30314064.32,Holocene,Holocene,Holocene
1196,Polygon,14869,3762570.923,8591.960216,838,c/+Dr,Karbon,c,plutonisch,plu,"Diorit, Redwitzit","+Dr,'Redwitzit'","Redwitzit = Granitvariante, hohe Biotit-, Hornblendegehalte (sÅdl. Prag auch Gabbro)",13303.78777,9024616.726,Caboniferous (Plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1197,Polygon,14901,30564481.46,30613.29239,737,c/+G, , , , , , ,Muttergestein pz-pl(u),47380.16928,73209277.86,nd,Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1198,Polygon,14903,5828479.161,9957.451691,94,//Lo,Weichsel-(WÅrm-)Kaltzeit,"qw,qW","Lî· (Ñolisch), Lî·lehm","Lo(a),Lol","Schluff; feinsandig, tonig, z.T. nach unten zunehmend kalkhaltig","U;fS,t,unz(k)","Lî·, Lî·lehm u.a. Lî·derivate, oft Åber Ñlteren Lîssen",15419.18837,13975328.58,Pleistocene,Pleistocene,Pleistocene
1199,Polygon,14907,482021355.3,889155.3712,612,sm,"Trias, Mittlerer Buntsandstein",sm,limnisch - fluviatile bis brackische Ablagerungen,"l-f,br","Sandstein, Siltstein, Tonstein","^s,^u,^t", ,1372801.539,1148829635,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
1200,Polygon,14910,7241859.651,20910.75573,836,c/+GDr,Karbon,c,plutonisch,plu,Granodiorit,#NAME?, ,32357.80065,17350957.93,Caboniferous (Plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1201,Polygon,14913,3123882.768,7138.554128,65,//a,Weichsel-(WÅrm-) Kaltzeit - HolozÑn,"qw,qW,qh","Ñolisch (DÅnen, Flugdecksand)","a(d,de)",Fein- bis Mittelsand,fS-mS,BinnenlanddÅnen,11053.94962,7488100.004,Holocene,Holocene,Holocene
1202,Polygon,14921,852204.6263,4481.960798,752,pz-pla/*Gnp,Proterozoikum bis AltpalÑozoikum,pz-plu,metamorph,mt,Paragneis,*Gnp,"Sammel-Code fÅr Gneis im Odenwld, Schwarzwald, Vogesen",6941.462556,2043289.204,Proterozoic,Precambrian,Paleozoic (metamorph)
1203,Polygon,14923,1598710.027,7146.191175,654,z,"Perm, Zechstein",z,marine Ablagerung,m,"Kalkstein, Dolomitstein, Tonstein","^k,^d,^t",Karbonatisch-tonige Randfazies,11067.53852,3833003.385,"Permian, Upper (Zechstein)","Permian, Upper (Zechstein)","Permian, Upper (Zechstein)"
1204,Polygon,14927,89100124.69,207142.9616,615,su,"Trias, Unterer Buntsandstein",su,limnisch - fluviatile bis brackische Ablagerungen, ,"feinkîrniger Sandstein, Tonstein, Konglomerat","^s(kgf),^t,^c", ,320126.6397,212696680.7,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
1205,Polygon,14938,5216947.71,16207.69589,754,/*Gno,Proterozoikum - AltpalÑozoikum,pz-plu,metamorphes Intrusivgestein,"mt,plu","Orthogneis, granitisch",*Gno(+G),Bîllsteiner Gneis des Odenwaldes,25093.47348,12495387.26,Proterozoic,Precambrian,Paleozoic (metamorph)
1206,Polygon,14940,6418265.516,11308.29156,612,sm,"Trias, Mittlerer Buntsandstein",sm,limnisch - fluviatile bis brackische Ablagerungen,"l-f,br","Sandstein, Siltstein, Tonstein","^s,^u,^t", ,17507.5292,15379794.47,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
1207,Polygon,14941,6906215.592,16865.31361,836,c/+GDr,Karbon,c,plutonisch,plu,Granodiorit,#NAME?, ,26116.88134,16535610.71,Caboniferous (Plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1208,Polygon,14960,2495104.185,6821.348108,771,/*Am,Proterozoikum bis Devon,pz-d,metamorph,mt,Amphibolit,*Am, ,10554.89458,5978306.162,Proterozoic,Precambrian,Paleozoic (metamorph)
1209,Polygon,14962,6019218.981,12604.29557,610,so,"Trias, Oberer Buntsandstein",so,limnisch - fluviatile bis marin - brackische Ablagerungen,"l-f,m-br","Sandstein, Siltstein, Tonstein","^s,^u,^t", ,19518.64145,14414487.57,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
